gs_citations,is_intro_pres,is_meth_pres,is_res_pres,no_images,no_tables,no_alg,no_equations,fund_avail,accept_avail,suppl_info,link_to_code,target
78,1,0,0,5,0,0,0,0,0,1,0,2
216,1,1,0,0,0,0,0,0,0,0,0,2
8,1,1,0,19,1,2,0,0,0,1,0,2
4,1,1,0,11,0,0,0,1,0,1,1,2
40,1,1,0,13,0,1,3,0,0,1,1,2
9,0,1,0,0,0,1,0,1,0,1,1,2
11,1,0,0,4,0,0,0,0,0,0,0,2
19,1,0,0,6,0,0,0,0,0,1,1,2
24,1,0,0,6,0,0,1,0,0,1,0,2
12,1,1,0,5,1,0,1,1,0,1,0,2
15,1,1,0,2,0,0,0,0,0,1,0,2
46,1,1,0,4,1,0,0,0,0,1,1,2
33,1,1,0,11,2,1,0,0,0,1,0,2
35,1,1,0,10,1,2,2,0,0,1,0,2
57,1,1,0,0,2,0,0,0,0,1,1,2
25,1,1,0,13,0,0,0,0,0,1,1,2
37,1,1,0,10,0,0,0,1,0,1,0,2
16,1,1,0,13,3,1,0,1,0,1,0,2
15,0,1,0,14,0,1,0,1,0,1,0,2
12,1,1,0,9,3,0,0,1,0,0,1,2
3,0,0,0,0,0,0,0,1,0,0,0,2
15,1,0,0,5,5,1,0,0,0,0,1,2
208,1,0,0,7,5,0,0,0,0,0,1,2
17,1,1,0,2,2,0,0,0,0,0,1,2
45,1,1,0,3,1,0,0,0,0,0,1,2
62,1,1,0,6,2,0,0,0,0,0,0,2
48,1,1,0,10,3,0,0,0,0,0,0,2
16,1,1,0,16,6,2,0,0,0,0,1,2
32,1,0,0,0,0,0,16,0,0,0,0,2
23,1,0,0,0,0,0,0,0,0,0,1,2
65,1,1,0,12,7,1,10,0,0,0,1,2
0,1,1,0,0,0,0,0,1,0,0,0,2
5,1,0,0,4,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,0,1,2
13,1,0,0,0,0,0,0,0,0,0,1,2
8,1,0,0,2,0,1,0,0,0,0,1,2
6,1,1,0,19,2,2,0,0,0,0,1,2
12,1,1,0,7,1,0,0,0,0,1,0,2
5,1,1,0,5,2,2,1,0,0,1,0,2
4,1,1,0,8,0,4,0,0,0,1,1,2
3,1,1,0,13,1,1,0,0,0,0,0,2
1,1,1,0,6,0,0,0,1,0,1,1,2
20,1,1,0,5,1,0,0,0,0,1,1,2
27,1,1,0,8,7,4,0,1,0,1,1,2
22,1,1,0,6,2,1,0,1,0,1,0,2
3,1,1,0,5,2,0,0,1,0,1,0,2
35,1,1,0,7,2,4,3,1,0,1,1,2
38,1,1,0,12,1,0,0,0,0,1,0,2
0,1,1,0,6,0,0,0,1,0,1,0,2
10,1,1,0,20,0,0,0,1,0,1,0,2
35,1,1,0,2,2,2,0,1,0,0,1,2
2,1,1,0,2,9,0,0,0,0,0,1,2
39,1,0,0,5,0,0,0,0,0,0,1,2
33,1,1,0,5,0,0,0,0,0,1,1,2
4,1,1,0,9,0,1,0,0,0,0,0,2
10,1,1,0,5,2,0,0,1,0,0,0,2
88,1,1,0,9,1,2,0,0,0,1,1,2
2,1,1,0,4,0,0,0,0,0,1,1,2
0,1,0,0,20,0,1,1,0,0,1,0,2
57,1,1,0,4,0,0,0,0,0,1,0,2
19,1,1,0,9,1,0,0,0,0,1,1,2
2,1,1,0,2,0,0,1,0,0,1,1,2
0,1,1,0,6,0,0,0,1,0,1,1,2
1,1,0,0,6,0,0,0,1,0,1,0,2
33,1,1,0,8,0,0,0,0,0,1,0,2
109,1,1,0,7,0,3,0,1,0,1,0,2
30,1,1,0,0,1,5,0,1,0,1,0,2
30,1,1,0,11,1,2,0,1,0,1,1,2
3,0,1,0,19,1,0,0,1,0,1,1,2
103,1,1,0,11,2,0,0,1,0,1,1,2
536,1,1,0,3,0,0,0,1,0,1,0,2
17,1,1,0,5,0,0,0,1,0,1,0,2
6,1,1,0,18,4,0,0,1,0,1,1,2
13,1,1,0,0,1,0,0,1,0,1,1,2
11,1,1,0,0,0,0,0,1,0,1,0,2
35,1,1,0,0,7,6,0,0,0,1,0,2
29,1,1,0,7,0,0,0,1,0,1,1,2
35,1,0,0,11,0,2,0,1,0,1,0,2
19,1,1,0,2,1,0,1,1,0,1,1,2
43,1,1,0,18,2,0,0,1,0,1,0,2
23,1,1,0,9,0,0,0,0,0,1,0,2
51,1,1,0,12,1,4,0,1,0,1,1,2
149,1,1,0,3,6,0,0,0,0,1,0,2
6,1,0,0,15,3,0,0,1,0,1,1,2
49,1,1,0,8,0,0,0,0,0,1,1,2
213,1,1,0,4,0,1,0,0,0,1,0,2
22,1,1,0,2,2,4,1,0,0,1,0,2
8,1,1,0,14,1,0,0,0,0,1,0,2
197,1,1,0,8,1,1,0,0,0,1,1,2
17,1,0,0,3,5,1,0,0,0,1,1,2
152,1,0,0,9,0,0,0,0,0,1,0,2
16,1,0,0,5,0,0,0,0,0,1,0,2
37,1,1,0,3,4,0,0,0,0,1,1,2
17,1,1,0,6,1,0,0,0,0,1,0,2
17,1,1,0,0,1,0,0,0,0,1,0,2
26,1,1,0,16,1,0,0,0,0,1,0,2
85,1,1,0,1,0,0,0,0,0,1,1,2
94,1,1,1,12,0,1,0,0,0,1,1,2
536,1,1,0,0,8,4,3,0,0,0,0,2
2,1,1,0,12,5,1,4,0,0,0,1,2
3,1,1,0,9,3,5,0,0,0,0,1,2
6,1,1,0,11,9,0,0,0,0,1,1,2
53,1,1,0,9,1,0,1,0,0,1,1,2
10,1,1,0,8,1,0,0,0,0,1,0,2
11,1,1,0,1,2,2,0,0,0,1,0,2
0,1,1,0,2,1,0,0,0,0,1,1,2
33,1,1,0,6,1,0,0,0,0,1,1,2
11,1,1,0,5,2,0,0,0,0,1,1,2
0,1,1,0,18,0,0,4,0,0,1,0,2
2,1,1,0,7,1,2,0,0,0,1,0,2
71,1,1,0,8,0,1,0,1,0,1,0,2
11,1,0,1,10,3,0,0,0,0,1,1,2
23,1,1,0,10,0,1,0,0,0,1,0,2
26,1,1,0,11,2,0,0,0,0,1,0,2
232,0,1,0,13,0,0,0,0,0,1,0,2
70,1,1,1,8,2,5,0,0,0,1,0,2
63,1,1,1,10,3,0,0,0,0,1,0,2
133,1,1,0,11,3,4,1,0,0,1,1,2
34,1,0,0,5,0,0,0,1,0,1,0,2
91,1,1,1,12,1,1,3,0,0,1,0,2
4,1,1,0,8,0,0,29,0,0,1,1,2
9,1,1,0,4,0,0,0,0,0,1,0,2
2,1,0,0,0,0,0,0,1,0,1,1,2
4,1,1,0,7,0,0,0,1,0,1,0,2
2622,1,1,0,16,0,0,0,0,0,1,1,2
6,1,1,0,11,0,0,0,0,0,1,0,2
6,1,1,0,1,8,1,0,0,0,1,1,2
12,1,1,0,10,0,0,1,0,0,1,1,2
26,1,1,0,0,0,0,0,0,0,1,1,2
65,1,1,0,10,0,0,0,0,0,1,0,2
2,1,0,0,5,0,0,0,0,0,1,0,2
27,1,0,0,8,0,0,0,0,0,1,1,2
44,1,1,0,6,1,1,0,0,0,1,1,2
30,1,1,1,23,2,6,7,1,0,1,0,2
21,1,1,1,16,1,4,35,0,0,1,0,2
72,1,1,1,11,1,1,13,0,0,1,0,2
128,1,0,1,13,1,0,0,0,0,1,0,2
41,1,1,1,18,2,3,19,0,0,1,0,2
180,1,1,1,16,1,1,0,1,0,1,0,2
3745,1,0,0,6,6,1,0,0,0,1,0,2
7,1,1,0,9,3,1,0,0,0,1,0,2
83,1,1,0,10,10,5,0,0,0,1,0,2
8,1,0,0,8,4,2,14,0,0,1,0,2
7,1,1,0,6,2,0,0,0,0,1,1,2
8,1,1,0,6,1,0,2,0,0,1,1,2
698,1,1,0,9,2,1,0,1,0,1,0,2
325,1,0,0,6,3,0,0,0,0,0,0,2
2,1,1,1,0,0,0,0,0,0,0,0,2
13,1,0,0,0,0,0,0,0,0,0,0,2
10,1,0,0,0,0,0,0,0,0,0,0,2
846,1,0,0,0,0,0,0,0,0,0,0,2
2,1,0,0,0,0,0,0,1,0,0,0,2
145,1,0,0,0,0,0,0,0,0,0,0,2
17,1,1,0,0,0,0,0,1,0,0,0,2
42,1,1,0,0,0,0,0,0,0,0,0,2
132,1,0,0,6,2,0,0,0,0,0,0,2
