gs_citations,is_intro_pres,is_meth_pres,is_res_pres,no_images,no_tables,no_alg,no_equations,fund_avail,accept_avail,suppl_info,link_to_code,target
1,1,1,0,11,6,7,2,0,0,0,0,1
25,0,1,0,7,3,1,0,0,1,0,0,1
20,1,0,1,1,0,0,0,0,0,0,0,1
12,1,1,0,8,0,5,0,1,1,1,0,1
18,1,1,0,5,1,0,0,1,1,1,1,1
49,1,1,0,10,4,5,0,1,1,1,1,1
35,1,1,0,6,7,1,2,1,1,1,1,1
39,1,1,0,7,5,3,0,0,1,1,1,1
59,1,1,0,13,2,1,0,1,1,0,1,1
41,1,1,0,6,4,4,0,1,1,1,1,1
17,1,1,0,3,4,0,0,1,1,1,0,1
16,1,1,0,16,1,0,0,0,0,1,0,1
36,1,1,0,6,3,2,0,1,1,1,1,1
63,1,1,0,11,3,1,0,0,1,1,1,1
19,1,1,0,9,1,1,0,1,0,1,0,1
40,1,0,0,5,0,0,0,1,1,1,0,1
1,1,1,0,7,1,2,6,1,0,0,1,1
73,1,1,0,14,1,0,6,1,0,1,0,1
68,1,1,1,12,0,0,6,0,1,0,1,1
28,1,1,0,5,0,5,36,0,0,0,0,1
8,1,0,0,18,1,0,1,1,0,1,0,1
12,1,1,0,6,0,1,6,1,0,1,0,1
33,1,1,1,25,0,1,0,1,0,1,0,1
28,1,1,1,11,2,0,0,1,0,1,0,1
29,1,1,0,9,1,0,0,1,0,1,0,1
51,1,0,0,4,0,0,1,0,1,0,0,1
103,1,0,0,14,12,5,0,1,0,0,1,1
26,1,1,1,9,4,7,0,1,1,0,1,1
99,1,1,0,11,2,0,0,1,1,0,1,1
127,1,1,0,10,5,3,0,1,0,0,1,1
15,1,1,0,13,0,0,0,0,1,0,0,1
126,0,0,0,0,0,0,0,0,0,0,0,1
131,1,1,1,0,1,1,12,1,0,1,0,1
36,1,0,0,16,1,3,5,1,0,1,0,1
49,1,1,0,13,3,1,0,1,0,1,0,1
123,1,1,1,10,1,6,11,0,0,0,0,1
73,1,0,1,9,5,0,0,0,1,1,0,1
11,1,0,1,14,24,6,9,1,1,1,0,1
25,1,1,0,12,6,10,2,1,1,1,1,1
28,1,1,0,30,1,7,0,1,1,1,0,1
246,1,0,0,14,1,17,0,1,0,1,1,1
74,1,1,0,13,1,0,1,1,1,1,1,1
0,1,1,1,11,4,9,3,1,0,0,0,1
73,1,0,0,6,4,2,13,1,1,1,0,1
65,1,0,0,14,5,0,0,0,0,0,1,1
36,1,0,1,13,1,2,0,0,1,0,0,1
140,1,1,0,0,0,0,0,0,0,0,0,1
35,1,1,0,27,1,0,0,0,0,0,0,1
